County_State,County,State,Year,Unemployment_Rate
"Dorchester County, MD",Dorchester County,Maryland,2013,9.7
"Dorchester County, MD",Dorchester County,Maryland,2014,8.3
"Dorchester County, MD",Dorchester County,Maryland,2015,7
"Dorchester County, SC",Dorchester County,South Carolina,2010,9.7
"Dorchester County, SC",Dorchester County,South Carolina,2011,8.9
"Dorchester County, SC",Dorchester County,South Carolina,2012,7.7
"Dorchester County, SC",Dorchester County,South Carolina,2013,6.4
"Dorchester County, SC",Dorchester County,South Carolina,2014,5.7
"Dorchester County, SC",Dorchester County,South Carolina,2015,5.4
"Dougherty County, GA",Dougherty County,Georgia,2010,12.7
"Dougherty County, GA",Dougherty County,Georgia,2011,12.1
"Dougherty County, GA",Dougherty County,Georgia,2012,11.1
"Dougherty County, GA",Dougherty County,Georgia,2013,10.3
"Dougherty County, GA",Dougherty County,Georgia,2014,9.3
"Dougherty County, GA",Dougherty County,Georgia,2015,7.9
"Douglas County, CO",Douglas County,Colorado,2010,7.3
"Douglas County, CO",Douglas County,Colorado,2011,6.7
"Douglas County, CO",Douglas County,Colorado,2012,6.1
"Douglas County, CO",Douglas County,Colorado,2013,5.2
"Douglas County, CO",Douglas County,Colorado,2014,4
"Douglas County, CO",Douglas County,Colorado,2015,3
"Douglas County, GA",Douglas County,Georgia,2010,11.4
"Douglas County, GA",Douglas County,Georgia,2011,10.8
"Douglas County, GA",Douglas County,Georgia,2012,9.5
"Douglas County, GA",Douglas County,Georgia,2013,8.5
"Douglas County, GA",Douglas County,Georgia,2014,7.4
"Douglas County, GA",Douglas County,Georgia,2015,6.5
"Douglas County, IL",Douglas County,Illinois,2010,8.9
"Douglas County, IL",Douglas County,Illinois,2011,8.1
"Douglas County, IL",Douglas County,Illinois,2012,7.2
"Douglas County, IL",Douglas County,Illinois,2013,6.9
"Douglas County, IL",Douglas County,Illinois,2014,5.9
"Douglas County, IL",Douglas County,Illinois,2015,4.9
"Douglas County, KS",Douglas County,Kansas,2010,5.8
"Douglas County, KS",Douglas County,Kansas,2011,5.6
"Douglas County, KS",Douglas County,Kansas,2012,5.1
"Douglas County, KS",Douglas County,Kansas,2013,4.8
"Douglas County, KS",Douglas County,Kansas,2014,4.1
"Douglas County, KS",Douglas County,Kansas,2015,3.7
"Douglas County, MN",Douglas County,Minnesota,2010,6.8
"Douglas County, MN",Douglas County,Minnesota,2011,6.1
"Douglas County, MN",Douglas County,Minnesota,2012,5.1
"Douglas County, MN",Douglas County,Minnesota,2013,4.5
"Douglas County, MN",Douglas County,Minnesota,2014,3.8
"Douglas County, MN",Douglas County,Minnesota,2015,3.5
"Douglas County, MO",Douglas County,Missouri,2010,12
"Douglas County, MO",Douglas County,Missouri,2011,10.4
"Douglas County, MO",Douglas County,Missouri,2012,10.1
"Douglas County, MO",Douglas County,Missouri,2013,9.5
"Douglas County, MO",Douglas County,Missouri,2014,7.7
"Douglas County, MO",Douglas County,Missouri,2015,6.9
"Douglas County, NE",Douglas County,Nebraska,2010,5.2
"Douglas County, NE",Douglas County,Nebraska,2011,4.9
"Douglas County, NE",Douglas County,Nebraska,2012,4.3
"Douglas County, NE",Douglas County,Nebraska,2013,4.1
"Douglas County, NE",Douglas County,Nebraska,2014,3.6
"Douglas County, NE",Douglas County,Nebraska,2015,3.3
"Douglas County, NV",Douglas County,Nevada,2010,14
"Douglas County, NV",Douglas County,Nevada,2011,13.5
"Douglas County, NV",Douglas County,Nevada,2012,11.9
"Douglas County, NV",Douglas County,Nevada,2013,10.1
"Douglas County, NV",Douglas County,Nevada,2014,8.3
"Douglas County, NV",Douglas County,Nevada,2015,6.8
"Douglas County, OR",Douglas County,Oregon,2010,14.1
"Douglas County, OR",Douglas County,Oregon,2011,12.8
"Douglas County, OR",Douglas County,Oregon,2012,11.9
"Douglas County, OR",Douglas County,Oregon,2013,10.4
"Douglas County, OR",Douglas County,Oregon,2014,9
"Douglas County, OR",Douglas County,Oregon,2015,7.3
"Douglas County, SD",Douglas County,South Dakota,2010,4.4
"Douglas County, SD",Douglas County,South Dakota,2011,4
"Douglas County, SD",Douglas County,South Dakota,2012,3.2
"Douglas County, SD",Douglas County,South Dakota,2013,3.1
"Douglas County, SD",Douglas County,South Dakota,2014,2.8
"Douglas County, SD",Douglas County,South Dakota,2015,2.4
"Douglas County, WA",Douglas County,Washington,2010,8.8
"Douglas County, WA",Douglas County,Washington,2011,8.5
"Douglas County, WA",Douglas County,Washington,2012,8.3
"Douglas County, WA",Douglas County,Washington,2013,8.1
"Douglas County, WA",Douglas County,Washington,2014,6.9
"Douglas County, WA",Douglas County,Washington,2015,6.2
"Douglas County, WI",Douglas County,Wisconsin,2010,8.2
"Douglas County, WI",Douglas County,Wisconsin,2011,7.3
"Douglas County, WI",Douglas County,Wisconsin,2012,6.8
"Douglas County, WI",Douglas County,Wisconsin,2013,6.6
"Douglas County, WI",Douglas County,Wisconsin,2014,5.6
"Douglas County, WI",Douglas County,Wisconsin,2015,4.8
"Drew County, AR",Drew County,Arkansas,2010,10.4
"Drew County, AR",Drew County,Arkansas,2011,10.9
"Drew County, AR",Drew County,Arkansas,2012,10.1
"Drew County, AR",Drew County,Arkansas,2013,9.4
"Drew County, AR",Drew County,Arkansas,2014,8.1
"Drew County, AR",Drew County,Arkansas,2015,6.7
"Dubois County, IN",Dubois County,Indiana,2010,7.3
"Dubois County, IN",Dubois County,Indiana,2011,5.9
"Dubois County, IN",Dubois County,Indiana,2012,5.6
"Dubois County, IN",Dubois County,Indiana,2013,5.2
"Dubois County, IN",Dubois County,Indiana,2014,4.1
"Dubois County, IN",Dubois County,Indiana,2015,3.4
"Dubuque County, IA",Dubuque County,Iowa,2010,5.9
"Dubuque County, IA",Dubuque County,Iowa,2011,5.1
"Dubuque County, IA",Dubuque County,Iowa,2012,4.5
"Dubuque County, IA",Dubuque County,Iowa,2013,4.5
"Dubuque County, IA",Dubuque County,Iowa,2014,4.1
"Dubuque County, IA",Dubuque County,Iowa,2015,3.6
"Duchesne County, UT",Duchesne County,Utah,2010,9.6
"Duchesne County, UT",Duchesne County,Utah,2011,6.9
"Duchesne County, UT",Duchesne County,Utah,2012,4.1
"Duchesne County, UT",Duchesne County,Utah,2013,3.9
"Duchesne County, UT",Duchesne County,Utah,2014,3.5
"Duchesne County, UT",Duchesne County,Utah,2015,7.4
"Dukes County, MA",Dukes County,Massachusetts,2010,9.5
"Dukes County, MA",Dukes County,Massachusetts,2011,9.3
"Dukes County, MA",Dukes County,Massachusetts,2012,8.9
"Dukes County, MA",Dukes County,Massachusetts,2013,9
"Dukes County, MA",Dukes County,Massachusetts,2014,7.9
"Dukes County, MA",Dukes County,Massachusetts,2015,6.5
"Dundy County, NE",Dundy County,Nebraska,2010,3.2
"Dundy County, NE",Dundy County,Nebraska,2011,2.9
"Dundy County, NE",Dundy County,Nebraska,2012,2.8
"Dundy County, NE",Dundy County,Nebraska,2013,2.7
"Dundy County, NE",Dundy County,Nebraska,2014,2.3
"Dundy County, NE",Dundy County,Nebraska,2015,2.1
"Dunklin County, MO",Dunklin County,Missouri,2010,13.4
"Dunklin County, MO",Dunklin County,Missouri,2011,12.4
"Dunklin County, MO",Dunklin County,Missouri,2012,10.7
"Dunklin County, MO",Dunklin County,Missouri,2013,10
"Dunklin County, MO",Dunklin County,Missouri,2014,9.1
"Dunklin County, MO",Dunklin County,Missouri,2015,8.2
"Dunn County, ND",Dunn County,North Dakota,2010,3.1
"Dunn County, ND",Dunn County,North Dakota,2011,2
"Dunn County, ND",Dunn County,North Dakota,2012,1.5
"Dunn County, ND",Dunn County,North Dakota,2013,1.4
"Dunn County, ND",Dunn County,North Dakota,2014,1.2
"Dunn County, ND",Dunn County,North Dakota,2015,2
"Dunn County, WI",Dunn County,Wisconsin,2010,7.8
"Dunn County, WI",Dunn County,Wisconsin,2011,7.1
"Dunn County, WI",Dunn County,Wisconsin,2012,6.5
"Dunn County, WI",Dunn County,Wisconsin,2013,6.3
"Dunn County, WI",Dunn County,Wisconsin,2014,5.1
"Dunn County, WI",Dunn County,Wisconsin,2015,4.4
"DuPage County, IL",DuPage County,Illinois,2010,9
"DuPage County, IL",DuPage County,Illinois,2011,8.3
"DuPage County, IL",DuPage County,Illinois,2012,7.5
"DuPage County, IL",DuPage County,Illinois,2013,7.4
"DuPage County, IL",DuPage County,Illinois,2014,5.8
"DuPage County, IL",DuPage County,Illinois,2015,4.8
"Duplin County, NC",Duplin County,North Carolina,2010,9.2
"Duplin County, NC",Duplin County,North Carolina,2011,9.4
"Duplin County, NC",Duplin County,North Carolina,2012,9.3
"Duplin County, NC",Duplin County,North Carolina,2013,7.8
"Duplin County, NC",Duplin County,North Carolina,2014,6.2
"Duplin County, NC",Duplin County,North Carolina,2015,5.7
"Durham County, NC",Durham County,North Carolina,2010,8.2
"Durham County, NC",Durham County,North Carolina,2011,8.1
"Durham County, NC",Durham County,North Carolina,2012,7.6
"Durham County, NC",Durham County,North Carolina,2013,6.1
"Durham County, NC",Durham County,North Carolina,2014,5
"Durham County, NC",Durham County,North Carolina,2015,5
"Dutchess County, NY",Dutchess County,New York,2010,7.9
"Dutchess County, NY",Dutchess County,New York,2011,7.6
"Dutchess County, NY",Dutchess County,New York,2012,7.9
"Dutchess County, NY",Dutchess County,New York,2013,6.8
"Dutchess County, NY",Dutchess County,New York,2014,5.4
"Dutchess County, NY",Dutchess County,New York,2015,4.5
"Duval County, FL",Duval County,Florida,2010,11
"Duval County, FL",Duval County,Florida,2011,10.2
"Duval County, FL",Duval County,Florida,2012,9
"Duval County, FL",Duval County,Florida,2013,7.8
"Duval County, FL",Duval County,Florida,2014,6.9
"Duval County, FL",Duval County,Florida,2015,5.9
"Duval County, TX",Duval County,Texas,2010,11.7
"Duval County, TX",Duval County,Texas,2011,9.7
"Duval County, TX",Duval County,Texas,2012,7
"Duval County, TX",Duval County,Texas,2013,6.4
"Duval County, TX",Duval County,Texas,2014,5.6
"Duval County, TX",Duval County,Texas,2015,8.1
"Dyer County, TN",Dyer County,Tennessee,2010,12.3
"Dyer County, TN",Dyer County,Tennessee,2011,12.6
"Dyer County, TN",Dyer County,Tennessee,2012,11.2
"Dyer County, TN",Dyer County,Tennessee,2013,10.4
"Dyer County, TN",Dyer County,Tennessee,2014,8.3
"Dyer County, TN",Dyer County,Tennessee,2015,7.1
"Eagle County, CO",Eagle County,Colorado,2010,8.9
"Eagle County, CO",Eagle County,Colorado,2011,8.1
"Eagle County, CO",Eagle County,Colorado,2012,7.3
"Eagle County, CO",Eagle County,Colorado,2013,5.9
"Eagle County, CO",Eagle County,Colorado,2014,4.2
"Eagle County, CO",Eagle County,Colorado,2015,3
"Early County, GA",Early County,Georgia,2010,11.9
"Early County, GA",Early County,Georgia,2011,11.4
"Early County, GA",Early County,Georgia,2012,10
"Early County, GA",Early County,Georgia,2013,9.1
"Early County, GA",Early County,Georgia,2014,9
"Early County, GA",Early County,Georgia,2015,7.1
"East Baton Rouge Parish, LA",East Baton Rouge Parish,Louisiana,2010,7.2
"East Baton Rouge Parish, LA",East Baton Rouge Parish,Louisiana,2011,7.2
"East Baton Rouge Parish, LA",East Baton Rouge Parish,Louisiana,2012,6.4
"East Baton Rouge Parish, LA",East Baton Rouge Parish,Louisiana,2013,6
"East Baton Rouge Parish, LA",East Baton Rouge Parish,Louisiana,2014,5.6
"East Baton Rouge Parish, LA",East Baton Rouge Parish,Louisiana,2015,5.4
"East Carroll Parish, LA",East Carroll Parish,Louisiana,2010,16.8
"East Carroll Parish, LA",East Carroll Parish,Louisiana,2011,17.3
"East Carroll Parish, LA",East Carroll Parish,Louisiana,2012,19.3
"East Carroll Parish, LA",East Carroll Parish,Louisiana,2013,16.3
"East Carroll Parish, LA",East Carroll Parish,Louisiana,2014,14.4
"East Carroll Parish, LA",East Carroll Parish,Louisiana,2015,14
"East Feliciana Parish, LA",East Feliciana Parish,Louisiana,2010,7.9
"East Feliciana Parish, LA",East Feliciana Parish,Louisiana,2011,8.1
"East Feliciana Parish, LA",East Feliciana Parish,Louisiana,2012,7.2
"East Feliciana Parish, LA",East Feliciana Parish,Louisiana,2013,6.6
"East Feliciana Parish, LA",East Feliciana Parish,Louisiana,2014,6.3
"East Feliciana Parish, LA",East Feliciana Parish,Louisiana,2015,5.9
"Eastland County, TX",Eastland County,Texas,2010,8.7
"Eastland County, TX",Eastland County,Texas,2011,7.9
"Eastland County, TX",Eastland County,Texas,2012,6.6
"Eastland County, TX",Eastland County,Texas,2013,6.1
"Eastland County, TX",Eastland County,Texas,2014,4.9
"Eastland County, TX",Eastland County,Texas,2015,4.8
"Eaton County, MI",Eaton County,Michigan,2010,9.4
"Eaton County, MI",Eaton County,Michigan,2011,7.7
"Eaton County, MI",Eaton County,Michigan,2012,6.8
"Eaton County, MI",Eaton County,Michigan,2013,6.6
"Eaton County, MI",Eaton County,Michigan,2014,5.7
"Eaton County, MI",Eaton County,Michigan,2015,4.5
"Eau Claire County, WI",Eau Claire County,Wisconsin,2010,6.8
"Eau Claire County, WI",Eau Claire County,Wisconsin,2011,6.3
"Eau Claire County, WI",Eau Claire County,Wisconsin,2012,5.7
"Eau Claire County, WI",Eau Claire County,Wisconsin,2013,5.6
"Eau Claire County, WI",Eau Claire County,Wisconsin,2014,4.4
"Eau Claire County, WI",Eau Claire County,Wisconsin,2015,3.7
"Echols County, GA",Echols County,Georgia,2010,8.3
"Echols County, GA",Echols County,Georgia,2011,8
"Echols County, GA",Echols County,Georgia,2012,7.3
"Echols County, GA",Echols County,Georgia,2013,6.3
"Echols County, GA",Echols County,Georgia,2014,5.9
"Echols County, GA",Echols County,Georgia,2015,4.8
"Ector County, TX",Ector County,Texas,2010,8.4
"Ector County, TX",Ector County,Texas,2011,6.3
"Ector County, TX",Ector County,Texas,2012,4.6
"Ector County, TX",Ector County,Texas,2013,4.4
"Ector County, TX",Ector County,Texas,2014,3.5
"Ector County, TX",Ector County,Texas,2015,4.7
"Eddy County, ND",Eddy County,North Dakota,2010,4.7
"Eddy County, ND",Eddy County,North Dakota,2011,4.7
"Eddy County, ND",Eddy County,North Dakota,2012,4.9
"Eddy County, ND",Eddy County,North Dakota,2013,6
"Eddy County, ND",Eddy County,North Dakota,2014,5.4
"Eddy County, ND",Eddy County,North Dakota,2015,4.8
"Eddy County, NM",Eddy County,New Mexico,2010,6.1
"Eddy County, NM",Eddy County,New Mexico,2011,4.9
"Eddy County, NM",Eddy County,New Mexico,2012,4.6
"Eddy County, NM",Eddy County,New Mexico,2013,4.6
"Eddy County, NM",Eddy County,New Mexico,2014,4.4
"Eddy County, NM",Eddy County,New Mexico,2015,5
"Edgar County, IL",Edgar County,Illinois,2010,11.3
"Edgar County, IL",Edgar County,Illinois,2011,10.5
"Edgar County, IL",Edgar County,Illinois,2012,9.7
"Edgar County, IL",Edgar County,Illinois,2013,9.4
"Edgar County, IL",Edgar County,Illinois,2014,7.2
"Edgar County, IL",Edgar County,Illinois,2015,6.3
"Edgecombe County, NC",Edgecombe County,North Carolina,2010,15.6
"Edgecombe County, NC",Edgecombe County,North Carolina,2011,15.5
"Edgecombe County, NC",Edgecombe County,North Carolina,2012,14.6
"Edgecombe County, NC",Edgecombe County,North Carolina,2013,12.6
"Edgecombe County, NC",Edgecombe County,North Carolina,2014,10
"Edgecombe County, NC",Edgecombe County,North Carolina,2015,9.5
"Edgefield County, SC",Edgefield County,South Carolina,2010,10.1
"Edgefield County, SC",Edgefield County,South Carolina,2011,9.8
"Edgefield County, SC",Edgefield County,South Carolina,2012,9.2
"Edgefield County, SC",Edgefield County,South Carolina,2013,7.8
"Edgefield County, SC",Edgefield County,South Carolina,2014,6.5
"Edgefield County, SC",Edgefield County,South Carolina,2015,6.3
"Edmonson County, KY",Edmonson County,Kentucky,2010,13.4
"Edmonson County, KY",Edmonson County,Kentucky,2011,11.7
"Edmonson County, KY",Edmonson County,Kentucky,2012,10
"Edmonson County, KY",Edmonson County,Kentucky,2013,9.9
"Edmonson County, KY",Edmonson County,Kentucky,2014,8.3
"Edmonson County, KY",Edmonson County,Kentucky,2015,6.9
"Edmunds County, SD",Edmunds County,South Dakota,2010,3
"Edmunds County, SD",Edmunds County,South Dakota,2011,3.2
"Edmunds County, SD",Edmunds County,South Dakota,2012,2.8
"Edmunds County, SD",Edmunds County,South Dakota,2013,2.7
"Edmunds County, SD",Edmunds County,South Dakota,2014,2.5
"Edmunds County, SD",Edmunds County,South Dakota,2015,2.5
"Edwards County, IL",Edwards County,Illinois,2010,8.8
"Edwards County, IL",Edwards County,Illinois,2011,8.1
"Edwards County, IL",Edwards County,Illinois,2012,7.9
"Edwards County, IL",Edwards County,Illinois,2013,8.5
"Edwards County, IL",Edwards County,Illinois,2014,6.8
"Edwards County, IL",Edwards County,Illinois,2015,6
"Edwards County, KS",Edwards County,Kansas,2010,5.3
"Edwards County, KS",Edwards County,Kansas,2011,4.4
"Edwards County, KS",Edwards County,Kansas,2012,4
"Edwards County, KS",Edwards County,Kansas,2013,3.7
"Edwards County, KS",Edwards County,Kansas,2014,3.3
"Edwards County, KS",Edwards County,Kansas,2015,3
"Edwards County, TX",Edwards County,Texas,2010,7.1
"Edwards County, TX",Edwards County,Texas,2011,6.8
"Edwards County, TX",Edwards County,Texas,2012,6.4
"Edwards County, TX",Edwards County,Texas,2013,5.9
"Edwards County, TX",Edwards County,Texas,2014,4.4
"Edwards County, TX",Edwards County,Texas,2015,4.6
"Effingham County, GA",Effingham County,Georgia,2010,9.7
"Effingham County, GA",Effingham County,Georgia,2011,9.2
"Effingham County, GA",Effingham County,Georgia,2012,8.2
"Effingham County, GA",Effingham County,Georgia,2013,7.1
"Effingham County, GA",Effingham County,Georgia,2014,6.2
"Effingham County, GA",Effingham County,Georgia,2015,5.2
"Effingham County, IL",Effingham County,Illinois,2010,7.9
"Effingham County, IL",Effingham County,Illinois,2011,6.9
"Effingham County, IL",Effingham County,Illinois,2012,6.6
"Effingham County, IL",Effingham County,Illinois,2013,6.9
"Effingham County, IL",Effingham County,Illinois,2014,5.5
"Effingham County, IL",Effingham County,Illinois,2015,4.8
"El Dorado County, CA",El Dorado County,California,2010,12.5
"El Dorado County, CA",El Dorado County,California,2011,11.9
"El Dorado County, CA",El Dorado County,California,2012,10.4
"El Dorado County, CA",El Dorado County,California,2013,8.6
"El Dorado County, CA",El Dorado County,California,2014,7.1
"El Dorado County, CA",El Dorado County,California,2015,5.7
"El Paso County, CO",El Paso County,Colorado,2010,9.8
"El Paso County, CO",El Paso County,Colorado,2011,9.4
"El Paso County, CO",El Paso County,Colorado,2012,9
"El Paso County, CO",El Paso County,Colorado,2013,7.8
"El Paso County, CO",El Paso County,Colorado,2014,6
"El Paso County, CO",El Paso County,Colorado,2015,4.4
"El Paso County, TX",El Paso County,Texas,2010,9.2
"El Paso County, TX",El Paso County,Texas,2011,9.8
"El Paso County, TX",El Paso County,Texas,2012,8.5
"El Paso County, TX",El Paso County,Texas,2013,8
"El Paso County, TX",El Paso County,Texas,2014,6.5
"El Paso County, TX",El Paso County,Texas,2015,5.2
