State,County,County_State,Year,Poverty_Rate
NJ,Gloucester County,"Gloucester County, NJ",2015,7.1
GA,Glynn County,"Glynn County, GA",2010,18.7
GA,Glynn County,"Glynn County, GA",2011,18.7
GA,Glynn County,"Glynn County, GA",2012,18.3
GA,Glynn County,"Glynn County, GA",2013,17.6
GA,Glynn County,"Glynn County, GA",2014,16.8
GA,Glynn County,"Glynn County, GA",2015,6.5
NH,Grafton County,"Grafton County, NH",2010,11.6
NH,Grafton County,"Grafton County, NH",2011,9.7
NH,Grafton County,"Grafton County, NH",2012,16.4
NH,Grafton County,"Grafton County, NH",2013,15.5
NH,Grafton County,"Grafton County, NH",2014,14.3
NH,Grafton County,"Grafton County, NH",2015,14.8
ND,Grand Forks County,"Grand Forks County, ND",2010,17.1
ND,Grand Forks County,"Grand Forks County, ND",2011,26
ND,Grand Forks County,"Grand Forks County, ND",2012,11.6
ND,Grand Forks County,"Grand Forks County, ND",2013,21.8
ND,Grand Forks County,"Grand Forks County, ND",2014,18.6
ND,Grand Forks County,"Grand Forks County, ND",2015,17
MI,Grand Traverse County,"Grand Traverse County, MI",2010,12.7
MI,Grand Traverse County,"Grand Traverse County, MI",2011,20.5
MI,Grand Traverse County,"Grand Traverse County, MI",2012,9.3
MI,Grand Traverse County,"Grand Traverse County, MI",2013,11.8
MI,Grand Traverse County,"Grand Traverse County, MI",2014,9.3
MI,Grand Traverse County,"Grand Traverse County, MI",2015,12.5
IN,Grant County,"Grant County, IN",2010,19.9
IN,Grant County,"Grant County, IN",2011,12.6
IN,Grant County,"Grant County, IN",2012,15.4
IN,Grant County,"Grant County, IN",2013,16.2
IN,Grant County,"Grant County, IN",2014,14.3
IN,Grant County,"Grant County, IN",2015,23.4
WA,Grant County,"Grant County, WA",2010,23.9
WA,Grant County,"Grant County, WA",2011,11.2
WA,Grant County,"Grant County, WA",2012,8.8
WA,Grant County,"Grant County, WA",2013,25.7
WA,Grant County,"Grant County, WA",2014,25
WA,Grant County,"Grant County, WA",2015,20.5
WA,Grays Harbor County,"Grays Harbor County, WA",2010,17.2
WA,Grays Harbor County,"Grays Harbor County, WA",2011,13.7
WA,Grays Harbor County,"Grays Harbor County, WA",2012,13.4
WA,Grays Harbor County,"Grays Harbor County, WA",2013,24.9
WA,Grays Harbor County,"Grays Harbor County, WA",2014,20.1
WA,Grays Harbor County,"Grays Harbor County, WA",2015,18
TX,Grayson County,"Grayson County, TX",2010,14.4
TX,Grayson County,"Grayson County, TX",2011,24.7
TX,Grayson County,"Grayson County, TX",2012,9
TX,Grayson County,"Grayson County, TX",2013,11
TX,Grayson County,"Grayson County, TX",2014,8.6
TX,Grayson County,"Grayson County, TX",2015,32.4
MO,Greene County,"Greene County, MO",2010,20.1
MO,Greene County,"Greene County, MO",2011,8.5
MO,Greene County,"Greene County, MO",2012,8.7
MO,Greene County,"Greene County, MO",2013,10.5
MO,Greene County,"Greene County, MO",2014,11.1
MO,Greene County,"Greene County, MO",2015,9.6
OH,Greene County,"Greene County, OH",2010,14.4
OH,Greene County,"Greene County, OH",2011,11.8
OH,Greene County,"Greene County, OH",2012,18.6
OH,Greene County,"Greene County, OH",2013,18.6
OH,Greene County,"Greene County, OH",2014,18.4
OH,Greene County,"Greene County, OH",2015,12.8
TN,Greene County,"Greene County, TN",2010,25.7
TN,Greene County,"Greene County, TN",2011,14.4
TN,Greene County,"Greene County, TN",2012,11.7
TN,Greene County,"Greene County, TN",2013,19.1
TN,Greene County,"Greene County, TN",2014,17.8
TN,Greene County,"Greene County, TN",2015,18.8
SC,Greenville County,"Greenville County, SC",2010,15.4
SC,Greenville County,"Greenville County, SC",2011,22.7
SC,Greenville County,"Greenville County, SC",2012,12.5
SC,Greenville County,"Greenville County, SC",2013,9.4
SC,Greenville County,"Greenville County, SC",2014,10.6
SC,Greenville County,"Greenville County, SC",2015,12.4
SC,Greenwood County,"Greenwood County, SC",2010,24.2
SC,Greenwood County,"Greenwood County, SC",2011,12.7
SC,Greenwood County,"Greenwood County, SC",2012,13.1
SC,Greenwood County,"Greenwood County, SC",2013,18.6
SC,Greenwood County,"Greenwood County, SC",2014,16.1
SC,Greenwood County,"Greenwood County, SC",2015,16.8
TX,Gregg County,"Gregg County, TX",2010,21.8
TX,Gregg County,"Gregg County, TX",2011,8.7
TX,Gregg County,"Gregg County, TX",2012,12.6
TX,Gregg County,"Gregg County, TX",2013,11.9
TX,Gregg County,"Gregg County, TX",2014,13.9
TX,Gregg County,"Gregg County, TX",2015,6.7
TX,Guadalupe County,"Guadalupe County, TX",2010,10.7
TX,Guadalupe County,"Guadalupe County, TX",2011,15
TX,Guadalupe County,"Guadalupe County, TX",2012,10
TX,Guadalupe County,"Guadalupe County, TX",2013,19.6
TX,Guadalupe County,"Guadalupe County, TX",2014,19.5
TX,Guadalupe County,"Guadalupe County, TX",2015,7.5
NC,Guilford County,"Guilford County, NC",2010,17.7
NC,Guilford County,"Guilford County, NC",2011,20.4
NC,Guilford County,"Guilford County, NC",2012,16
NC,Guilford County,"Guilford County, NC",2013,18.3
NC,Guilford County,"Guilford County, NC",2014,16.7
NC,Guilford County,"Guilford County, NC",2015,15.3
GA,Gwinnett County,"Gwinnett County, GA",2010,13.7
GA,Gwinnett County,"Gwinnett County, GA",2011,15.7
GA,Gwinnett County,"Gwinnett County, GA",2012,19.2
GA,Gwinnett County,"Gwinnett County, GA",2013,20.1
GA,Gwinnett County,"Gwinnett County, GA",2014,18.7
GA,Gwinnett County,"Gwinnett County, GA",2015,15.3
GA,Hall County,"Hall County, GA",2010,18.5
GA,Hall County,"Hall County, GA",2011,17.4
GA,Hall County,"Hall County, GA",2012,14.8
GA,Hall County,"Hall County, GA",2013,13.6
GA,Hall County,"Hall County, GA",2014,13.3
GA,Hall County,"Hall County, GA",2015,17.2
IN,Hamilton County,"Hamilton County, IN",2010,4.7
IN,Hamilton County,"Hamilton County, IN",2011,16.1
IN,Hamilton County,"Hamilton County, IN",2012,14.2
IN,Hamilton County,"Hamilton County, IN",2013,13.1
IN,Hamilton County,"Hamilton County, IN",2014,10.9
IN,Hamilton County,"Hamilton County, IN",2015,15.1
OH,Hamilton County,"Hamilton County, OH",2010,18.4
OH,Hamilton County,"Hamilton County, OH",2011,18.8
OH,Hamilton County,"Hamilton County, OH",2012,4.3
OH,Hamilton County,"Hamilton County, OH",2013,8.8
OH,Hamilton County,"Hamilton County, OH",2014,11.4
OH,Hamilton County,"Hamilton County, OH",2015,14.9
TN,Hamilton County,"Hamilton County, TN",2010,15.1
TN,Hamilton County,"Hamilton County, TN",2011,22.9
TN,Hamilton County,"Hamilton County, TN",2012,12.4
TN,Hamilton County,"Hamilton County, TN",2013,19.9
TN,Hamilton County,"Hamilton County, TN",2014,24.1
TN,Hamilton County,"Hamilton County, TN",2015,15.2
MA,Hampden County,"Hampden County, MA",2010,17.3
MA,Hampden County,"Hampden County, MA",2011,12.2
MA,Hampden County,"Hampden County, MA",2012,12.2
MA,Hampden County,"Hampden County, MA",2013,11.5
MA,Hampden County,"Hampden County, MA",2014,10.6
MA,Hampden County,"Hampden County, MA",2015,12.6
MA,Hampshire County,"Hampshire County, MA",2010,13.3
MA,Hampshire County,"Hampshire County, MA",2011,16.8
MA,Hampshire County,"Hampshire County, MA",2012,10.6
MA,Hampshire County,"Hampshire County, MA",2013,12.3
MA,Hampshire County,"Hampshire County, MA",2014,11.7
MA,Hampshire County,"Hampshire County, MA",2015,11.5
VA,Hampton city,"Hampton city, VA",2010,11.8
VA,Hampton city,"Hampton city, VA",2011,6.4
VA,Hampton city,"Hampton city, VA",2012,6.8
VA,Hampton city,"Hampton city, VA",2013,3.9
VA,Hampton city,"Hampton city, VA",2014,4
VA,Hampton city,"Hampton city, VA",2015,9.2
IN,Hancock County,"Hancock County, IN",2010,11.8
IN,Hancock County,"Hancock County, IN",2011,3.7
IN,Hancock County,"Hancock County, IN",2012,17.6
IN,Hancock County,"Hancock County, IN",2013,22.6
IN,Hancock County,"Hancock County, IN",2014,19.9
IN,Hancock County,"Hancock County, IN",2015,11.1
OH,Hancock County,"Hancock County, OH",2010,12.4
OH,Hancock County,"Hancock County, OH",2011,8.2
OH,Hancock County,"Hancock County, OH",2012,10.4
OH,Hancock County,"Hancock County, OH",2013,18.3
OH,Hancock County,"Hancock County, OH",2014,15.2
OH,Hancock County,"Hancock County, OH",2015,14.5
VA,Hanover County,"Hanover County, VA",2010,4.2
VA,Hanover County,"Hanover County, VA",2011,6.7
VA,Hanover County,"Hanover County, VA",2012,8.8
VA,Hanover County,"Hanover County, VA",2013,13.7
VA,Hanover County,"Hanover County, VA",2014,12.2
VA,Hanover County,"Hanover County, VA",2015,12.6
KY,Hardin County,"Hardin County, KY",2010,16.4
KY,Hardin County,"Hardin County, KY",2011,17.8
KY,Hardin County,"Hardin County, KY",2012,17.1
KY,Hardin County,"Hardin County, KY",2013,14.8
KY,Hardin County,"Hardin County, KY",2014,14.5
KY,Hardin County,"Hardin County, KY",2015,20.8
MD,Harford County,"Harford County, MD",2010,6.7
MD,Harford County,"Harford County, MD",2011,6.3
MD,Harford County,"Harford County, MD",2012,9.7
MD,Harford County,"Harford County, MD",2013,8
MD,Harford County,"Harford County, MD",2014,6
MD,Harford County,"Harford County, MD",2015,9.4
NC,Harnett County,"Harnett County, NC",2010,15.6
NC,Harnett County,"Harnett County, NC",2011,18.9
NC,Harnett County,"Harnett County, NC",2012,16.4
NC,Harnett County,"Harnett County, NC",2013,18.3
NC,Harnett County,"Harnett County, NC",2014,21.2
NC,Harnett County,"Harnett County, NC",2015,12.2
TX,Harris County,"Harris County, TX",2010,18.7
TX,Harris County,"Harris County, TX",2011,16.7
TX,Harris County,"Harris County, TX",2012,24
TX,Harris County,"Harris County, TX",2013,9.1
TX,Harris County,"Harris County, TX",2014,9
TX,Harris County,"Harris County, TX",2015,16.6
MS,Harrison County,"Harrison County, MS",2010,19.1
MS,Harrison County,"Harrison County, MS",2011,29.3
MS,Harrison County,"Harrison County, MS",2012,7.2
MS,Harrison County,"Harrison County, MS",2013,5.8
MS,Harrison County,"Harrison County, MS",2014,6.4
MS,Harrison County,"Harrison County, MS",2015,14.8
TX,Harrison County,"Harrison County, TX",2010,16.5
TX,Harrison County,"Harrison County, TX",2011,17.6
TX,Harrison County,"Harrison County, TX",2012,8.8
TX,Harrison County,"Harrison County, TX",2013,14.6
TX,Harrison County,"Harrison County, TX",2014,10
TX,Harrison County,"Harrison County, TX",2015,18
WV,Harrison County,"Harrison County, WV",2010,17.1
WV,Harrison County,"Harrison County, WV",2011,15.7
WV,Harrison County,"Harrison County, WV",2012,10.2
WV,Harrison County,"Harrison County, WV",2013,19.4
WV,Harrison County,"Harrison County, WV",2014,16.6
WV,Harrison County,"Harrison County, WV",2015,9.7
CT,Hartford County,"Hartford County, CT",2010,11.4
CT,Hartford County,"Hartford County, CT",2011,12.7
CT,Hartford County,"Hartford County, CT",2012,12.5
CT,Hartford County,"Hartford County, CT",2013,12.2
CT,Hartford County,"Hartford County, CT",2014,12.2
CT,Hartford County,"Hartford County, CT",2015,8.9
HI,Hawaii County,"Hawaii County, HI",2010,18.4
HI,Hawaii County,"Hawaii County, HI",2011,16.8
HI,Hawaii County,"Hawaii County, HI",2012,14.2
HI,Hawaii County,"Hawaii County, HI",2013,13.3
HI,Hawaii County,"Hawaii County, HI",2014,16.8
HI,Hawaii County,"Hawaii County, HI",2015,19.2
TX,Hays County,"Hays County, TX",2010,15.4
TX,Hays County,"Hays County, TX",2011,9.5
TX,Hays County,"Hays County, TX",2012,11.6
TX,Hays County,"Hays County, TX",2013,14.2
TX,Hays County,"Hays County, TX",2014,10.6
TX,Hays County,"Hays County, TX",2015,8.1
NC,Henderson County,"Henderson County, NC",2010,16.6
NC,Henderson County,"Henderson County, NC",2011,16
NC,Henderson County,"Henderson County, NC",2012,16.3
NC,Henderson County,"Henderson County, NC",2013,15.9
NC,Henderson County,"Henderson County, NC",2014,16.1
NC,Henderson County,"Henderson County, NC",2015,19.5
TX,Henderson County,"Henderson County, TX",2010,18.6
TX,Henderson County,"Henderson County, TX",2011,19.6
TX,Henderson County,"Henderson County, TX",2012,16.8
TX,Henderson County,"Henderson County, TX",2013,22.5
TX,Henderson County,"Henderson County, TX",2014,23.4
TX,Henderson County,"Henderson County, TX",2015,11.7
IN,Hendricks County,"Hendricks County, IN",2010,6.5
IN,Hendricks County,"Hendricks County, IN",2011,9.7
IN,Hendricks County,"Hendricks County, IN",2012,4.1
IN,Hendricks County,"Hendricks County, IN",2013,6.1
IN,Hendricks County,"Hendricks County, IN",2014,5
IN,Hendricks County,"Hendricks County, IN",2015,17.1
MN,Hennepin County,"Hennepin County, MN",2010,13.8
MN,Hennepin County,"Hennepin County, MN",2011,6.9
MN,Hennepin County,"Hennepin County, MN",2012,17.8
MN,Hennepin County,"Hennepin County, MN",2013,17.8
MN,Hennepin County,"Hennepin County, MN",2014,19.3
MN,Hennepin County,"Hennepin County, MN",2015,6.9
VA,Henrico County,"Henrico County, VA",2010,10.2
VA,Henrico County,"Henrico County, VA",2011,6.8
VA,Henrico County,"Henrico County, VA",2012,9.9
VA,Henrico County,"Henrico County, VA",2013,10.4
VA,Henrico County,"Henrico County, VA",2014,11.9
VA,Henrico County,"Henrico County, VA",2015,13.7
GA,Henry County,"Henry County, GA",2010,10.5
GA,Henry County,"Henry County, GA",2011,17
GA,Henry County,"Henry County, GA",2012,20.2
GA,Henry County,"Henry County, GA",2013,21.9
GA,Henry County,"Henry County, GA",2014,16.6
GA,Henry County,"Henry County, GA",2015,12.6
FL,Hernando County,"Hernando County, FL",2010,14.8
FL,Hernando County,"Hernando County, FL",2011,16.6
FL,Hernando County,"Hernando County, FL",2012,19
FL,Hernando County,"Hernando County, FL",2013,14.5
FL,Hernando County,"Hernando County, FL",2014,15
FL,Hernando County,"Hernando County, FL",2015,11.9
TX,Hidalgo County,"Hidalgo County, TX",2010,33.4
TX,Hidalgo County,"Hidalgo County, TX",2011,13.4
TX,Hidalgo County,"Hidalgo County, TX",2012,20.1
TX,Hidalgo County,"Hidalgo County, TX",2013,8.8
TX,Hidalgo County,"Hidalgo County, TX",2014,9
TX,Hidalgo County,"Hidalgo County, TX",2015,11.3
FL,Highlands County,"Highlands County, FL",2010,21.1
FL,Highlands County,"Highlands County, FL",2011,17.3
FL,Highlands County,"Highlands County, FL",2012,22
FL,Highlands County,"Highlands County, FL",2013,18.8
FL,Highlands County,"Highlands County, FL",2014,18.1
FL,Highlands County,"Highlands County, FL",2015,13.6
FL,Hillsborough County,"Hillsborough County, FL",2010,16.6
FL,Hillsborough County,"Hillsborough County, FL",2011,17.7
FL,Hillsborough County,"Hillsborough County, FL",2012,19.2
FL,Hillsborough County,"Hillsborough County, FL",2013,16.8
FL,Hillsborough County,"Hillsborough County, FL",2014,16.8
FL,Hillsborough County,"Hillsborough County, FL",2015,24.6
NH,Hillsborough County,"Hillsborough County, NH",2010,7.1
NH,Hillsborough County,"Hillsborough County, NH",2011,11.5
NH,Hillsborough County,"Hillsborough County, NH",2012,18.3
NH,Hillsborough County,"Hillsborough County, NH",2013,6
NH,Hillsborough County,"Hillsborough County, NH",2014,4.6
NH,Hillsborough County,"Hillsborough County, NH",2015,14
MS,Hinds County,"Hinds County, MS",2010,21.8
MS,Hinds County,"Hinds County, MS",2011,20.3
MS,Hinds County,"Hinds County, MS",2012,10.2
MS,Hinds County,"Hinds County, MS",2013,7.3
MS,Hinds County,"Hinds County, MS",2014,5.4
MS,Hinds County,"Hinds County, MS",2015,5.1
HI,Honolulu County,"Honolulu County, HI",2010,9.1
HI,Honolulu County,"Honolulu County, HI",2011,21.5
HI,Honolulu County,"Honolulu County, HI",2012,21
HI,Honolulu County,"Honolulu County, HI",2013,21.2
HI,Honolulu County,"Honolulu County, HI",2014,23.3
HI,Honolulu County,"Honolulu County, HI",2015,11.8
SC,Horry County,"Horry County, SC",2010,20.1
SC,Horry County,"Horry County, SC",2011,20.9
SC,Horry County,"Horry County, SC",2012,18.2
SC,Horry County,"Horry County, SC",2013,16.2
SC,Horry County,"Horry County, SC",2014,16.6
SC,Horry County,"Horry County, SC",2015,9.9
AL,Houston County,"Houston County, AL",2010,18
AL,Houston County,"Houston County, AL",2011,17.3
AL,Houston County,"Houston County, AL",2012,19.2
AL,Houston County,"Houston County, AL",2013,17.9
AL,Houston County,"Houston County, AL",2014,20.4
AL,Houston County,"Houston County, AL",2015,18.1
GA,Houston County,"Houston County, GA",2010,14.3
GA,Houston County,"Houston County, GA",2011,13.9
GA,Houston County,"Houston County, GA",2012,15.1
GA,Houston County,"Houston County, GA",2013,12.3
GA,Houston County,"Houston County, GA",2014,16.2
GA,Houston County,"Houston County, GA",2015,17.3
IN,Howard County,"Howard County, IN",2010,16.5
IN,Howard County,"Howard County, IN",2011,4.4
IN,Howard County,"Howard County, IN",2012,8.1
IN,Howard County,"Howard County, IN",2013,4.8
IN,Howard County,"Howard County, IN",2014,7.3
IN,Howard County,"Howard County, IN",2015,5
MD,Howard County,"Howard County, MD",2010,4.7
MD,Howard County,"Howard County, MD",2011,9.3
MD,Howard County,"Howard County, MD",2012,6.8
MD,Howard County,"Howard County, MD",2013,6.8
MD,Howard County,"Howard County, MD",2014,6.1
MD,Howard County,"Howard County, MD",2015,6
NJ,Hudson County,"Hudson County, NJ",2010,16.5
NJ,Hudson County,"Hudson County, NJ",2011,7.3
NJ,Hudson County,"Hudson County, NJ",2012,18.8
NJ,Hudson County,"Hudson County, NJ",2013,15
NJ,Hudson County,"Hudson County, NJ",2014,13.1
NJ,Hudson County,"Hudson County, NJ",2015,7.9
CA,Humboldt County,"Humboldt County, CA",2010,17.7
CA,Humboldt County,"Humboldt County, CA",2011,21.7
CA,Humboldt County,"Humboldt County, CA",2012,22.6
CA,Humboldt County,"Humboldt County, CA",2013,21.8
CA,Humboldt County,"Humboldt County, CA",2014,21.2
CA,Humboldt County,"Humboldt County, CA",2015,21
TX,Hunt County,"Hunt County, TX",2010,22.8
TX,Hunt County,"Hunt County, TX",2011,16.3
TX,Hunt County,"Hunt County, TX",2012,7.3
TX,Hunt County,"Hunt County, TX",2013,14.2
TX,Hunt County,"Hunt County, TX",2014,14.6
TX,Hunt County,"Hunt County, TX",2015,20.1
NJ,Hunterdon County,"Hunterdon County, NJ",2010,3.8
NJ,Hunterdon County,"Hunterdon County, NJ",2011,16.2
NJ,Hunterdon County,"Hunterdon County, NJ",2012,17.5
NJ,Hunterdon County,"Hunterdon County, NJ",2013,9.4
NJ,Hunterdon County,"Hunterdon County, NJ",2014,13.5
NJ,Hunterdon County,"Hunterdon County, NJ",2015,13.2
LA,Iberia Parish,"Iberia Parish, LA",2010,25
LA,Iberia Parish,"Iberia Parish, LA",2011,20.1
LA,Iberia Parish,"Iberia Parish, LA",2012,16.7
LA,Iberia Parish,"Iberia Parish, LA",2013,15.9
LA,Iberia Parish,"Iberia Parish, LA",2014,18.6
LA,Iberia Parish,"Iberia Parish, LA",2015,21.7
CA,Imperial County,"Imperial County, CA",2010,21.5
CA,Imperial County,"Imperial County, CA",2011,26.8
CA,Imperial County,"Imperial County, CA",2012,22.7
CA,Imperial County,"Imperial County, CA",2013,22.1
CA,Imperial County,"Imperial County, CA",2014,23.7
CA,Imperial County,"Imperial County, CA",2015,25.1
FL,Indian River County,"Indian River County, FL",2010,14.6
FL,Indian River County,"Indian River County, FL",2011,13.5
