County_State,County,State,Median_HV,Median_HI
"Franklin County, Maine",Franklin County, Maine,128800,48198.5
"Hancock County, Maine",Hancock County, Maine,198900,56021.5
"Kennebec County, Maine",Kennebec County, Maine,146950,55515.5
"Knox County, Maine",Knox County, Maine,195250,53851.5
"Lincoln County, Maine",Lincoln County, Maine,207400,55050.5
"Oxford County, Maine",Oxford County, Maine,132650,46216.5
"Penobscot County, Maine",Penobscot County, Maine,129750,53890.5
"Piscataquis County, Maine",Piscataquis County, Maine,108850,44918
"Sagadahoc County, Maine",Sagadahoc County, Maine,190300,61209
"Somerset County, Maine",Somerset County, Maine,104000,47560
"Waldo County, Maine",Waldo County, Maine,152650,49912.5
"Washington County, Maine",Washington County, Maine,106050,44210
"York County, Maine",York County, Maine,228400,63548
"Allegany County, Maryland",Allegany County, Maryland,118700,51237.5
"Anne Arundel County, Maryland",Anne Arundel County, Maryland,327600,90045.5
"Baltimore County, Maryland",Baltimore County, Maryland,243850,76497
"Calvert County, Maryland",Calvert County, Maryland,339550,94267.5
"Caroline County, Maryland",Caroline County, Maryland,186250,57348
"Carroll County, Maryland",Carroll County, Maryland,312450,83268
"Cecil County, Maryland",Cecil County, Maryland,233950,71630
"Charles County, Maryland",Charles County, Maryland,279400,88836
"Dorchester County, Maryland",Dorchester County, Maryland,187400,60015.5
"Frederick County, Maryland",Frederick County, Maryland,294500,86756.5
"Garrett County, Maryland",Garrett County, Maryland,162950,53214
"Harford County, Maryland",Harford County, Maryland,275550,81483
"Howard County, Maryland",Howard County, Maryland,422900,118176.5
"Kent County, Maryland",Kent County, Maryland,248650,61253.5
"Montgomery County, Maryland",Montgomery County, Maryland,453800,115338.5
"Prince George's County, Maryland",Prince George's County, Maryland,249950,85207.5
"Queen Anne's County, Maryland",Queen Anne's County, Maryland,334000,84414
"St. Mary's County, Maryland",St. Mary's County, Maryland,291250,88217
"Somerset County, Maryland",Somerset County, Maryland,138350,47831.5
"Talbot County, Maryland",Talbot County, Maryland,319850,68638
"Washington County, Maryland",Washington County, Maryland,193700,63636.5
"Wicomico County, Maryland",Wicomico County, Maryland,167150,62653
"Worcester County, Maryland",Worcester County, Maryland,240450,61764
"Baltimore city, Maryland",Baltimore city, Maryland,143450,56620
"Barnstable County, Massachusetts",Barnstable County, Massachusetts,367100,67963
"Berkshire County, Massachusetts",Berkshire County, Massachusetts,204900,60693
"Bristol County, Massachusetts",Bristol County, Massachusetts,267950,71139.5
"Dukes County, Massachusetts",Dukes County, Massachusetts,687000,66586
"Essex County, Massachusetts",Essex County, Massachusetts,350600,84193.5
"Franklin County, Massachusetts",Franklin County, Massachusetts,219450,64821
"Hampden County, Massachusetts",Hampden County, Massachusetts,195450,65458
"Hampshire County, Massachusetts",Hampshire County, Massachusetts,265300,74671
"Middlesex County, Massachusetts",Middlesex County, Massachusetts,412500,98898.5
"Norfolk County, Massachusetts",Norfolk County, Massachusetts,398250,97087
"Plymouth County, Massachusetts",Plymouth County, Massachusetts,324200,79552
"Suffolk County, Massachusetts",Suffolk County, Massachusetts,377150,80687
"Worcester County, Massachusetts",Worcester County, Massachusetts,249300,77079.5
"Alcona County, Michigan",Alcona County, Michigan,98950,41018.5
"Alger County, Michigan",Alger County, Michigan,115500,45209
"Allegan County, Michigan",Allegan County, Michigan,135850,56260.5
"Alpena County, Michigan",Alpena County, Michigan,92950,45495.5
"Antrim County, Michigan",Antrim County, Michigan,142900,49597.5
"Arenac County, Michigan",Arenac County, Michigan,87300,43305.5
"Baraga County, Michigan",Baraga County, Michigan,88850,45900.5
"Barry County, Michigan",Barry County, Michigan,130000,54903.5
"Bay County, Michigan",Bay County, Michigan,92550,52075
"Benzie County, Michigan",Benzie County, Michigan,150650,50186
"Berrien County, Michigan",Berrien County, Michigan,129750,54532.5
"Branch County, Michigan",Branch County, Michigan,93800,50687.5
"Calhoun County, Michigan",Calhoun County, Michigan,94750,51264
"Cass County, Michigan",Cass County, Michigan,119400,51726.5
"Charlevoix County, Michigan",Charlevoix County, Michigan,152650,53228
"Cheboygan County, Michigan",Cheboygan County, Michigan,113450,44464.5
"Chippewa County, Michigan",Chippewa County, Michigan,105850,50422.5
"Clare County, Michigan",Clare County, Michigan,78200,37926
"Clinton County, Michigan",Clinton County, Michigan,148100,65674.5
"Crawford County, Michigan",Crawford County, Michigan,97350,47195.5
"Delta County, Michigan",Delta County, Michigan,101550,49587.5
"Dickinson County, Michigan",Dickinson County, Michigan,89300,48587
"Eaton County, Michigan",Eaton County, Michigan,130300,61424
"Emmet County, Michigan",Emmet County, Michigan,164250,58917.5
"Genesee County, Michigan",Genesee County, Michigan,84750,52107
"Gladwin County, Michigan",Gladwin County, Michigan,96850,42668.5
"Gogebic County, Michigan",Gogebic County, Michigan,68450,42616
"Grand Traverse County, Michigan",Grand Traverse County, Michigan,166800,56062.5
"Gratiot County, Michigan",Gratiot County, Michigan,88650,48959
"Hillsdale County, Michigan",Hillsdale County, Michigan,96350,48532
"Houghton County, Michigan",Houghton County, Michigan,92950,49770.5
"Huron County, Michigan",Huron County, Michigan,92750,48071.5
"Ingham County, Michigan",Ingham County, Michigan,114250,61236
"Ionia County, Michigan",Ionia County, Michigan,107400,53274
"Iosco County, Michigan",Iosco County, Michigan,85000,40289.5
"Iron County, Michigan",Iron County, Michigan,76000,41211
"Isabella County, Michigan",Isabella County, Michigan,120800,54929.5
"Jackson County, Michigan",Jackson County, Michigan,108100,53920
"Kalamazoo County, Michigan",Kalamazoo County, Michigan,132150,60286
"Kalkaska County, Michigan",Kalkaska County, Michigan,95250,43329
"Kent County, Michigan",Kent County, Michigan,136150,61025.5
"Keweenaw County, Michigan",Keweenaw County, Michigan,103150,41241
"Lake County, Michigan",Lake County, Michigan,79500,35578.5
"Lapeer County, Michigan",Lapeer County, Michigan,127550,55418
"Leelanau County, Michigan",Leelanau County, Michigan,248050,58645.5
"Lenawee County, Michigan",Lenawee County, Michigan,110750,52406
"Livingston County, Michigan",Livingston County, Michigan,186850,73571.5
"Luce County, Michigan",Luce County, Michigan,72700,43396
"Mackinac County, Michigan",Mackinac County, Michigan,120100,45713
"Macomb County, Michigan",Macomb County, Michigan,122550,60709
"Manistee County, Michigan",Manistee County, Michigan,106000,45021.5
"Marquette County, Michigan",Marquette County, Michigan,127700,56739.5
"Mason County, Michigan",Mason County, Michigan,119350,47624.5
"Mecosta County, Michigan",Mecosta County, Michigan,108600,50606.5
"Menominee County, Michigan",Menominee County, Michigan,93750,46241
"Midland County, Michigan",Midland County, Michigan,129200,62095
"Missaukee County, Michigan",Missaukee County, Michigan,103000,44722
"Monroe County, Michigan",Monroe County, Michigan,132050,59055
"Montcalm County, Michigan",Montcalm County, Michigan,93150,44745.5
"Montmorency County, Michigan",Montmorency County, Michigan,91200,39701.5
"Muskegon County, Michigan",Muskegon County, Michigan,97450,50603
"Newaygo County, Michigan",Newaygo County, Michigan,98800,46800
"Oakland County, Michigan",Oakland County, Michigan,173750,75900
"Oceana County, Michigan",Oceana County, Michigan,103550,47344.5
"Ogemaw County, Michigan",Ogemaw County, Michigan,86500,40255.5
"Ontonagon County, Michigan",Ontonagon County, Michigan,68250,38745.5
"Osceola County, Michigan",Osceola County, Michigan,90450,44404
"Oscoda County, Michigan",Oscoda County, Michigan,80050,37531
"Otsego County, Michigan",Otsego County, Michigan,120450,52956.5
"Ottawa County, Michigan",Ottawa County, Michigan,151800,64346
"Presque Isle County, Michigan",Presque Isle County, Michigan,92550,45017.5
"Roscommon County, Michigan",Roscommon County, Michigan,91350,39033.5
"Saginaw County, Michigan",Saginaw County, Michigan,91950,52519
"St. Clair County, Michigan",St. Clair County, Michigan,118450,56005
"St. Joseph County, Michigan",St. Joseph County, Michigan,104200,50142
"Sanilac County, Michigan",Sanilac County, Michigan,94300,47167
"Schoolcraft County, Michigan",Schoolcraft County, Michigan,98000,42639.5
"Shiawassee County, Michigan",Shiawassee County, Michigan,103700,53456.5
"Tuscola County, Michigan",Tuscola County, Michigan,92900,50206.5
"Van Buren County, Michigan",Van Buren County, Michigan,114600,50988
"Washtenaw County, Michigan",Washtenaw County, Michigan,202150,80267
"Wayne County, Michigan",Wayne County, Michigan,81200,54869.5
"Wexford County, Michigan",Wexford County, Michigan,90650,46435.5
"Aitkin County, Minnesota",Aitkin County, Minnesota,166450,47578
"Anoka County, Minnesota",Anoka County, Minnesota,182450,71922.5
"Becker County, Minnesota",Becker County, Minnesota,174050,57608
"Beltrami County, Minnesota",Beltrami County, Minnesota,140750,55013
"Benton County, Minnesota",Benton County, Minnesota,152950,62174
"Big Stone County, Minnesota",Big Stone County, Minnesota,92950,56311
"Blue Earth County, Minnesota",Blue Earth County, Minnesota,159400,64606
"Brown County, Minnesota",Brown County, Minnesota,125650,60540.5
"Carlton County, Minnesota",Carlton County, Minnesota,151850,57442
"Carver County, Minnesota",Carver County, Minnesota,256850,86867.5
"Cass County, Minnesota",Cass County, Minnesota,172300,50691
"Chippewa County, Minnesota",Chippewa County, Minnesota,101300,60348
"Chisago County, Minnesota",Chisago County, Minnesota,187050,69291
"Clay County, Minnesota",Clay County, Minnesota,153100,65451
"Clearwater County, Minnesota",Clearwater County, Minnesota,113600,51018
"Cook County, Minnesota",Cook County, Minnesota,241850,61088.5
"Cottonwood County, Minnesota",Cottonwood County, Minnesota,87400,53341
"Crow Wing County, Minnesota",Crow Wing County, Minnesota,178750,54733.5
"Dakota County, Minnesota",Dakota County, Minnesota,216900,80753.5
"Dodge County, Minnesota",Dodge County, Minnesota,151450,67873
"Douglas County, Minnesota",Douglas County, Minnesota,190550,59260.5
"Faribault County, Minnesota",Faribault County, Minnesota,86250,53706
"Fillmore County, Minnesota",Fillmore County, Minnesota,137000,59208.5
"Freeborn County, Minnesota",Freeborn County, Minnesota,104500,54496.5
"Goodhue County, Minnesota",Goodhue County, Minnesota,177400,66006.5
"Grant County, Minnesota",Grant County, Minnesota,102100,56079
"Hennepin County, Minnesota",Hennepin County, Minnesota,226300,79305.5
"Houston County, Minnesota",Houston County, Minnesota,158350,58910
"Hubbard County, Minnesota",Hubbard County, Minnesota,175150,52453.5
"Isanti County, Minnesota",Isanti County, Minnesota,163050,61372.5
"Itasca County, Minnesota",Itasca County, Minnesota,154950,53812.5
"Jackson County, Minnesota",Jackson County, Minnesota,103950,57621
"Kanabec County, Minnesota",Kanabec County, Minnesota,132100,49847
"Kandiyohi County, Minnesota",Kandiyohi County, Minnesota,160000,62497
"Kittson County, Minnesota",Kittson County, Minnesota,77150,61109.5
"Koochiching County, Minnesota",Koochiching County, Minnesota,100000,52497
"Lac qui Parle County, Minnesota",Lac qui Parle County, Minnesota,83200,56859
"Lake County, Minnesota",Lake County, Minnesota,158000,54601.5
"Lake of the Woods County, Minnesota",Lake of the Woods County, Minnesota,112550,51650.5
"Le Sueur County, Minnesota",Le Sueur County, Minnesota,175150,64445.5
"Lincoln County, Minnesota",Lincoln County, Minnesota,97950,54007
"Lyon County, Minnesota",Lyon County, Minnesota,132200,65789.5
"McLeod County, Minnesota",McLeod County, Minnesota,147500,61479.5
"Mahnomen County, Minnesota",Mahnomen County, Minnesota,95850,50688
"Marshall County, Minnesota",Marshall County, Minnesota,93900,61925
"Martin County, Minnesota",Martin County, Minnesota,102700,57491
"Meeker County, Minnesota",Meeker County, Minnesota,155300,60044
"Mille Lacs County, Minnesota",Mille Lacs County, Minnesota,137850,52710.5
"Morrison County, Minnesota",Morrison County, Minnesota,151800,55000
"Mower County, Minnesota",Mower County, Minnesota,109500,61357
"Murray County, Minnesota",Murray County, Minnesota,103050,57109.5
"Nicollet County, Minnesota",Nicollet County, Minnesota,169800,67016
"Nobles County, Minnesota",Nobles County, Minnesota,106450,58939.5
"Norman County, Minnesota",Norman County, Minnesota,82150,57646.5
"Olmsted County, Minnesota",Olmsted County, Minnesota,171100,76352
"Otter Tail County, Minnesota",Otter Tail County, Minnesota,164100,58760
"Pennington County, Minnesota",Pennington County, Minnesota,113350,55052.5
"Pine County, Minnesota",Pine County, Minnesota,137550,48977.5
"Pipestone County, Minnesota",Pipestone County, Minnesota,95300,55632.5
"Polk County, Minnesota",Polk County, Minnesota,134750,65235
"Pope County, Minnesota",Pope County, Minnesota,151150,56131.5
"Ramsey County, Minnesota",Ramsey County, Minnesota,191800,72771
"Red Lake County, Minnesota",Red Lake County, Minnesota,97800,56633
"Redwood County, Minnesota",Redwood County, Minnesota,91450,55804
"Renville County, Minnesota",Renville County, Minnesota,96550,57639.5
"Rice County, Minnesota",Rice County, Minnesota,181400,64049.5
"Rock County, Minnesota",Rock County, Minnesota,127450,57879.5
"Roseau County, Minnesota",Roseau County, Minnesota,109550,59392
"St. Louis County, Minnesota",St. Louis County, Minnesota,134850,59037.5
"Scott County, Minnesota",Scott County, Minnesota,242050,83925.5
"Sherburne County, Minnesota",Sherburne County, Minnesota,193400,74542.5
"Sibley County, Minnesota",Sibley County, Minnesota,130250,61400.5
"Stearns County, Minnesota",Stearns County, Minnesota,166400,66105.5
"Steele County, Minnesota",Steele County, Minnesota,147550,64049
"Stevens County, Minnesota",Stevens County, Minnesota,131800,68946
"Swift County, Minnesota",Swift County, Minnesota,91900,56539
"Todd County, Minnesota",Todd County, Minnesota,130900,51484.5
"Traverse County, Minnesota",Traverse County, Minnesota,71100,58311.5
"Wabasha County, Minnesota",Wabasha County, Minnesota,157850,60967
"Wadena County, Minnesota",Wadena County, Minnesota,113650,48917.5
"Waseca County, Minnesota",Waseca County, Minnesota,141400,61869
"Washington County, Minnesota",Washington County, Minnesota,240000,85376
"Watonwan County, Minnesota",Watonwan County, Minnesota,91750,58726
"Wilkin County, Minnesota",Wilkin County, Minnesota,114550,61248
"Winona County, Minnesota",Winona County, Minnesota,151250,61562
"Wright County, Minnesota",Wright County, Minnesota,190350,72456.5
"Yellow Medicine County, Minnesota",Yellow Medicine County, Minnesota,97700,58409.5
"Adams County, Mississippi",Adams County, Mississippi,84900,38936.5
"Alcorn County, Mississippi",Alcorn County, Mississippi,87200,42779.5
"Amite County, Mississippi",Amite County, Mississippi,76650,36440.5
"Attala County, Mississippi",Attala County, Mississippi,72700,42740
"Benton County, Mississippi",Benton County, Mississippi,74250,36364.5
"Bolivar County, Mississippi",Bolivar County, Mississippi,87950,44620
"Calhoun County, Mississippi",Calhoun County, Mississippi,61350,39954.5
"Carroll County, Mississippi",Carroll County, Mississippi,80550,47492.5
"Chickasaw County, Mississippi",Chickasaw County, Mississippi,62600,37621
"Choctaw County, Mississippi",Choctaw County, Mississippi,70250,38662
"Claiborne County, Mississippi",Claiborne County, Mississippi,54950,31388.5
"Clarke County, Mississippi",Clarke County, Mississippi,69300,44073
"Clay County, Mississippi",Clay County, Mississippi,80300,42461
"Coahoma County, Mississippi",Coahoma County, Mississippi,61650,40610
"Copiah County, Mississippi",Copiah County, Mississippi,88100,42130.5
"Covington County, Mississippi",Covington County, Mississippi,72600,38373
"DeSoto County, Mississippi",DeSoto County, Mississippi,149050,62528
"Forrest County, Mississippi",Forrest County, Mississippi,106450,51701
"Franklin County, Mississippi",Franklin County, Mississippi,70850,52353.5
"George County, Mississippi",George County, Mississippi,103600,55193
"Greene County, Mississippi",Greene County, Mississippi,94200,47113.5
"Grenada County, Mississippi",Grenada County, Mississippi,86350,40595.5
"Hancock County, Mississippi",Hancock County, Mississippi,129100,51417
"Harrison County, Mississippi",Harrison County, Mississippi,134900,51547.5
"Hinds County, Mississippi",Hinds County, Mississippi,101850,50445
"Holmes County, Mississippi",Holmes County, Mississippi,54800,26348
